Number.of.files
26
1
1
1
1
1
1
1
1
6
1
1
1
1
2
2
1
1
1
2
3
1
1
4
2
3
1
0
1
2
4
4
5
0
3
1
4
1
0
1
1
2
2
1
1
2
2
1
4
1
1
1
1
1
1
2
4
1
1
1
1
1
3
3
2
0
1
2
1
1
2
2
1
2
3
1
1
2
1
2
2
2
1
1
3
1
1
6
1
4
4
1
1
1
2
1
1
1
1
7
3
1
1
2
1
2
1
1
1
1
1
1
8
7
1
2
1
1
1
1
1
1
1
1
1
1
1
2
3
1
2
1
1
0
1
3
1
1
1
1
2
1
1
1
2
1
3
1
3
1
1
1
1
1
1
3
1
1
0
1
1
1
1
1
1
1
1
2
1
1
1
9
1
2
3
2
1
4
2
1
1
1
1
1
1
3
1
13
2
1
2
2
2
1
1
1
1
1
1
1
2
2
2
2
2
2
1
1
1
2
3
1
1
1
2
1
1
3
1
3
3
3
1
1
3
2
2
1
3
2
4
1
2
1
1
1
1
1
2
3
1
0
2
3
3
2
1
1
1
3
1
0
1
2
1
1
1
4
1
1
1
1
1
1
1
2
3
1
0
1
3
3
1
4
2
2
1
2
1
1
1
1
1
1
1
1
2
2
1
2
1
3
1
2
2
0
3
1
1
0
4
0
1
1
1
3
1
1
2
0
1
1
3
1
1
1
4
1
1
1
1
5
2
0
1
2
2
0
3
4
1
0
1
1
11
1
1
4
2
3
1
1
3
1
3
1
1
1
1
2
2
1
2
1
1
0
1
3
1
2
1
4
1
2
1
3
2
1
1
0
1
0
1
1
1
1
4
1
1
2
4
1
2
2
2
6
2
6
1
1
2
1
1
1
0
1
1
1
0
4
2
1
0
1
1
1
2
1
1
1
4
1
1
1
1
2
0
4
1
4
1
1
1
1
1
1
1
1
1
1
4
1
1
1
3
1
1
1
0
3
4
1
1
1
0
1
1
1
1
1
2
3
1
3
0
1
0
1
1
0
4
1
1
2
0
1
0
1
1
1
0
2
0
1
2
1
1
1
0
0
2
1
1
1
1
1
1
5
1
0
1
1
0
0
1
4
3
0
1
1
4
4
1
1
1
0
0
1
3
1
1
0
4
1
1
1
1
1
1
1
1
1
1
1
0
2
5
1
2
1
1
1
1
0
1
0
1
1
1
1
0
5
0
1
1
2
1
1
2
0
1
2
0
1
1
3
0
5
2
1
1
0
0
0
1
0
4
1
0
1
1
4
1
1
1
5
5
12
2
1
1
2
1
0
1
0
1
1
0
1
4
1
2
1
7
1
1
1
4
3
2
1
1
1
35
1
1
1
32
12
1
1
0
1
1
0
1
0
11
1
1
4
0
0
2
1
1
1
1
5
3
1
1
1
1
0
1
0
2
4
2
1
1
2
2
1
3
4
0
1
1
0
1
3
1
1
2
1
1
1
1
1
1
1
1
1
1
1
0
7
0
3
1
1
1
1
2
1
2
1
1
1
1
4
4
1
1
1
0
1
0
4
5
2
1
1
3
1
0
5
2
3
0
0
2
1
2
2
1
0
1
0
0
1
2
0
1
0
1
4
1
4
3
1
1
1
5
1
1
0
1
4
1
1
1
1
0
1
0
2
1
1
3
1
1
0
1
1
0
1
1
1
1
1
0
1
1
0
1
2
0
1
1
1
1
1
1
0
1
2
1
0
1
0
0
1
1
1
1
3
1
1
0
1
0
2
1
3
0
1
1
1
1
2
0
2
0
1
4
1
4
1
3
1
1
1
3
1
0
1
1
1
0
4
3
1
1
0
1
0
5
0
1
0
1
0
1
1
0
1
0
4
1
1
0
5
1
1
1
1
1
5
0
1
1
1
8
2
2
2
2
1
3
2
1
1
4
1
0
1
0
1
1
0
1
1
1
2
1
0
1
0
1
1
1
0
1
1
0
0
0
2
3
1
0
0
0
1
1
1
1
0
3
0
1
1
3
1
2
1
1
1
0
1
0
2
2
6
2
1
2
1
0
1
2
3
1
2
1
0
2
0
0
2
2
2
1
2
1
1
1
0
0
3
1
1
0
2
0
1
0
1
0
1
0
0
3
1
1
1
9
0
2
1
1
1
1
0
1
0
1
1
0
2
0
4
1
2
2
1
3
1
3
1
1
3
1
1
0
3
1
1
1
3
1
0
1
0
2
1
1
0
1
1
1
0
0
2
0
1
0
1
0
1
3
3
1
1
0
0
0
1
1
2
0
1
0
1
1
2
2
0
0
0
1
1
0
6
2
2
0
1
5
2
0
0
1
1
1
1
1
1
0
5
0
4
1
0
1
0
1
1
1
2
2
1
2
1
2
1
1
3
2
1
3
2
1
0
1
1
1
3
2
0
1
1
9
0
1
0
2
0
1
1
2
0
1
0
1
1
1
1
4
1
0
0
0
0
1
1
3
