file,commits
Changes, 4265
lib/Mojolicious.pm, 1290
lib/Mojolicious/Controller.pm, 725
lib/Mojo/IOLoop.pm, 678
lib/Mojolicious/Guides/Cookbook.pod, 542
t/mojolicious/lite_app.t, 527
lib/Mojo/DOM.pm, 506
lib/Mojo/UserAgent.pm, 501
lib/Mojo/Server/Daemon.pm, 483
lib/Mojolicious/Lite.pm, 446
lib/Mojo/Message.pm, 412
lib/Mojolicious/Guides/Rendering.pod, 382
t/mojo/dom.t, 345
lib/Mojo/Template.pm, 333
lib/Test/Mojo.pm, 320
lib/Mojolicious/Guides/Routing.pod, 313
lib/Mojo/Client.pm, 308
lib/Mojo/Util.pm, 303
lib/Mojo/Transaction/WebSocket.pm, 295
lib/Mojo/Server/Hypnotoad.pm, 288
lib/Mojo.pm, 281
lib/Mojo/Message/Request.pm, 280
lib/Mojo/Content.pm, 272
lib/Mojolicious/Renderer.pm, 267
t/mojolicious/app.t, 245
lib/Mojolicious/Routes.pm, 244
lib/Mojolicious/Plugin/TagHelpers.pm, 233
lib/Mojo/Headers.pm, 229
lib/Mojo/URL.pm, 224
lib/Mojolicious/Plugin/DefaultHelpers.pm, 219
lib/Mojo/Transaction.pm, 208
lib/Mojo/JSON.pm, 191
lib/Mojolicious/Guides/FAQ.pod, 184
t/mojo/message.t, 181
lib/Mojo/UserAgent/Transactor.pm, 179
lib/Mojo/ByteStream.pm, 179
lib/Mojo/Parameters.pm, 175
lib/Mojolicious/Guides/Growing.pod, 172
lib/Mojo/Transaction/HTTP.pm, 171
lib/Mojo/Message/Response.pm, 170
lib/Mojo/Base.pm, 168
lib/Mojo/Server.pm, 164
lib/Mojo/IOLoop/Server.pm, 163
t/mojo/template.t, 162
t/mojolicious/websocket_lite_app.t, 160
lib/Mojo/DOM/HTML.pm, 153
lib/Mojolicious/Commands.pm, 152
lib/Mojolicious/Static.pm, 151
lib/Mojo/Path.pm, 150
t/mojo/user_agent.t, 149
lib/Mojo/IOLoop/Client.pm, 149
t/pod_coverage.t, 149
lib/Mojo/DOM/CSS.pm, 148
lib/Mojo/Home.pm, 146
lib/Mojolicious/Routes/Route.pm, 143
lib/Mojo/Server/Morbo.pm, 143
lib/ojo.pm, 142
lib/Mojolicious/Routes/Pattern.pm, 140
lib/Mojo/Asset/File.pm, 140
lib/Mojo/Collection.pm, 139
t/mojo/ioloop.t, 136
lib/Mojo/Log.pm, 136
lib/Mojo/IOLoop/Stream.pm, 135
t/mojo/url.t, 133
t/mojo/request.t, 133
t/mojo/bytestream.t, 131
lib/Mojo/Server/Prefork.pm, 129
lib/Mojo/Content/MultiPart.pm, 129
lib/Mojolicious/Routes/Match.pm, 127
lib/MojoX/Dispatcher/Routes.pm, 126
lib/Mojolicious/Command/get.pm, 122
t/mojo/websocket.t, 119
t/mojolicious/embedded_lite_app.t, 118
lib/Mojo/Loader.pm, 116
t/mojo/response.t, 113
lib/Mojo/Exception.pm, 113
lib/Mojolicious/Plugins.pm, 111
lib/Mojo/Server/CGI.pm, 111
lib/Mojolicious/Guides.pod, 111
lib/MojoX/Renderer.pm, 111
lib/Mojolicious/Plugin/PODRenderer.pm, 111
lib/Mojo/Cookie/Response.pm, 110
t/mojo/util.t, 107
lib/Mojo/IOLoop/Delay.pm, 106
lib/Mojo/Server/PSGI.pm, 105
lib/Mojo/Content/Single.pm, 103
t/mojolicious/longpolling_lite_app.t, 101
t/mojolicious/routes.t, 101
lib/Mojolicious/Plugin/Config.pm, 100
t/mojo/app.t, 99
lib/Mojo/Date.pm, 98
