file,commits
cucumber-expressions/README.md, 29
SUMMARY.md, 22
html-formatter/nodejs/package.json, 22
cucumber-expressions/ruby/lib/cucumber/cucumber_expressions/cucumber_expression.rb, 20
cucumber-expressions/java/src/main/java/io/cucumber/cucumberexpressions/CucumberExpression.java, 18
cucumber-expressions/javascript/package.json, 17
docs/standard-library.adoc, 17
cucumber-expressions/java/pom.xml, 17
cucumber-expressions/java/.gitrepo, 16
cucumber-expressions/ruby/.gitrepo, 16
cucumber-expressions/javascript/test/cucumber_expression_test.js, 16
html-formatter/nodejs/features/support/hooks.js, 16
cucumber-expressions/CHANGELOG.md, 15
html-formatter/README.md, 15
.travis.yml, 15
cucumber-expressions/ruby/spec/cucumber/cucumber_expressions/cucumber_expression_spec.rb, 15
scripts/functions.sh, 14
docs/contributing-to-documentation.md, 13
html-formatter/nodejs/lib/socket_server.js, 13
gherkin-lint/javascript/features/step_definitions/document_steps.js, 13
cucumber-expressions/ruby/cucumber-expressions.gemspec, 13
cucumber-expressions/java/src/main/java/io/cucumber/cucumberexpressions/RegularExpression.java, 12
cucumber-expressions/javascript/.gitrepo, 12
cucumber-expressions/javascript/test/custom_transform_test.js, 12
gherkin-lint/javascript/features/linting_rules.feature, 11
cucumber-expressions/java/src/test/java/io/cucumber/cucumberexpressions/CucumberExpressionTest.java, 11
cucumber-expressions/ruby/spec/cucumber/cucumber_expressions/regular_expression_spec.rb, 11
cucumber-expressions/ruby/lib/cucumber/cucumber_expressions/transform_lookup.rb, 11
cucumber-expressions/java/src/test/java/io/cucumber/cucumberexpressions/CucumberExpressionGeneratorTest.java, 11
html-formatter/nodejs/features/step_definitions/stream_steps.js, 11
cucumber-expressions/javascript/src/cucumber_expression.js, 11
cucumber-expressions/java/src/test/java/io/cucumber/cucumberexpressions/CucumberExpressionPatternTest.java, 11
gherkin-lint/javascript/features/step_definitions/rule_steps.js, 10
cucumber-expressions/java/src/main/java/io/cucumber/cucumberexpressions/CucumberExpressionGenerator.java, 10
cucumber-expressions/java/src/test/java/io/cucumber/cucumberexpressions/RegularExpressionTest.java, 10
html-formatter/nodejs/lib/web_server.js, 10
cucumber-expressions/ruby/spec/cucumber/cucumber_expressions/cucumber_expression_generator_spec.rb, 9
book.json, 9
cucumber-expressions/javascript/lib/cucumber_expression.js, 9
RELEASE_PROCESS.md, 9
html-formatter/nodejs/lib/build_app.js, 9
cucumber-expressions/ruby/spec/cucumber/cucumber_expressions/custom_transform_spec.rb, 9
html-formatter/nodejs/test/react_output.js, 9
gherkin-lint/javascript/lib/index.js, 9
cucumber-expressions/javascript/test/cucumber_expression_generator_test.js, 9
cucumber-expressions/javascript/lib/transform_lookup.js, 8
docs/installation.md, 8
html-formatter/nodejs/test/cucumber_react/cucumber_react_test.js, 8
README.md, 8
cucumber-expressions/java/src/main/java/io/cucumber/cucumberexpressions/TransformLookup.java, 8
gherkin-lint/javascript/features/rules/implementation-detail.feature, 8
scripts/install_splitsh-lite, 8
docs/architecture/event-protocol.md, 8
cucumber-react/test/cucumber_react_test.js, 8
cucumber-expressions/ruby/lib/cucumber/cucumber_expressions/regular_expression.rb, 8
event-protocol/README.md, 8
cucumber-expressions/java/src/test/java/io/cucumber/cucumberexpressions/CustomTransformTest.java, 8
.gitignore, 7
html-formatter/nodejs/lib/build_web_app.js, 7
cucumber-expressions/javascript/test/expression_examples_test.js, 7
html-formatter/nodejs/bin/cucumber-html-formatter-es6, 7
cucumber-expressions/javascript/test/cucumber_expression_regexp_test.js, 7
tag-expressions/README.md, 7
CODE_OF_CONDUCT.md, 7
cucumber-expressions/javascript/test/regular_expression_test.js, 7
CONTRIBUTING.md, 6
cucumber-expressions/ruby/lib/cucumber/cucumber_expressions/transform.rb, 6
cucumber-react/test/reducer_test.js, 6
html-formatter/nodejs/features/render_features.feature, 6
html-formatter/nodejs/test/html_stream_test.js, 6
cucumber-expressions/java/src/main/java/io/cucumber/cucumberexpressions/Transform.java, 6
html-formatter/nodejs/lib/from_json_stream.js, 6
scripts/push_subtrees, 6
tag-expressions/javascript/Makefile, 6
html-formatter/nodejs/lib/engine.js, 6
html-formatter/nodejs/lib/react/html_formatter_app.jsx, 6
html-formatter/nodejs/lib/event_source_broadcast_stream.js, 6
html-formatter/nodejs/lib/cucumber_react/cucumber_react.jsx, 6
cucumber-expressions/java/src/main/java/io/cucumber/cucumberexpressions/GeneratedExpression.java, 6
cucumber-expressions/javascript/test/custom_parameter_test.js, 6
html-formatter/nodejs/public/index.html, 6
cucumber-expressions/java/src/test/java/io/cucumber/cucumberexpressions/ExpressionExamplesTest.java, 6
