Number.of.files
5
1
1
1
1
1
1
1
2
3
1
1
3
5
1
1
2
1
3
1
1
1
3
1
0
1
1
0
1
1
0
2
4
1
1
1
2
2
1
1
1
1
1
2
1
2
1
1
1
2
1
1
3
4
2
0
2
1
1
3
2
2
3
1
2
2
1
2
5
2
2
3
2
1
1
2
3
0
1
1
2
1
1
1
0
1
1
2
1
1
1
0
0
2
1
4
0
5
3
1
1
2
2
2
2
1
0
2
0
4
2
2
3
3
2
1
1
2
1
0
2
4
3
3
2
1
1
1
5
1
2
2
1
1
0
2
3
2
1
1
1
2
1
2
1
1
3
3
0
1
2
2
2
2
1
1
1
1
1
2
1
2
1
2
1
1
1
1
3
2
1
2
2
2
2
2
1
1
1
0
1
2
1
2
1
1
1
1
1
0
2
2
1
0
2
1
1
1
1
1
1
1
1
8
5
6
1
5
2
6
1
2
2
1
2
3
1
2
2
1
1
5
1
2
1
3
3
2
30
5
29
1
1
6
5
1
6
3
1
1
2
0
6
1
5
1
1
5
7
4
3
1
5
9
4
3
4
2
1
1
4
2
3
5
1
1
0
5
1
2
2
0
1
1
1
1
1
1
2
1
1
1
1
5
1
1
1
1
1
1
2
2
1
1
17
1
6
8
6
3
3
5
3
7
1
16
2
3
2
1
1
3
1
1
3
1
2
1
1
1
1
2
5
2
1
1
2
0
4
2
1
1
18
1
0
2
1
6
2
1
3
2
4
4
3
2
1
3
3
6
0
5
2
2
4
4
2
8
5
4
1
1
7
1
4
1
1
3
1
2
1
5
3
1
0
2
3
1
2
0
1
2
1
0
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
2
2
0
4
2
1
2
2
1
10
1
2
2
3
2
0
2
3
1
5
11
1
1
0
2
1
1
1
0
1
1
1
1
2
1
1
1
2
7
4
7
1
1
1
3
2
3
1
1
3
1
2
2
3
3
8
1
2
3
4
1
2
5
0
3
4
1
1
1
1
1
2
3
1
1
1
2
2
2
1
1
1
1
1
5
1
1
2
1
3
1
4
1
1
4
0
2
1
1
1
1
2
1
1
1
1
4
1
1
1
1
1
1
10
1
1
1
1
1
1
0
1
2
1
7
0
10
1
2
0
1
1
1
0
7
3
3
2
1
2
4
1
1
6
1
2
3
2
1
2
4
3
2
2
1
2
1
1
1
1
1
1
1
1
4
6
1
5
4
1
0
1
1
8
5
1
2
1
3
1
5
1
2
10
1
10
2
1
2
0
1
1
1
1
1
0
1
1
1
1
1
1
3
0
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0
1
0
3
1
1
0
1
0
0
3
3
1
1
1
0
2
2
1
0
3
1
1
1
3
0
1
0
1
1
0
1
0
2
1
1
0
1
3
1
0
1
0
3
1
0
1
1
0
4
1
34
0
4
0
1
0
1
1
3
0
1
1
1
0
1
1
1
2
2
2
1
3
5
1
3
1
0
3
1
3
3
1
3
2
4
1
5
1
2
0
3
6
49
2
5
4
0
1
1
2
0
0
0
1
0
0
2
0
1
0
7
0
0
1
1
0
0
0
1
0
5
0
1
2
1
0
1
2
2
3
1
4
1
1
0
8
11
1
1
0
88
0
1
1
7
0
1
1
0
2
0
0
1
4
4
0
0
4
3
1
1
1
0
0
8
1
2
1
1
4
0
1
2
2
0
1
3
1
2
2
0
2
1
2
1
1
0
0
1
0
2
3
2
3
4
2
5
3
3
1
2
3
1
4
3
1
2
1
0
0
0
1
3
0
1
1
0
0
1
1
1
1
1
1
2
2
0
0
1
5
0
0
5
0
0
1
0
0
0
1
2
0
1
2
0
6
4
4
1
1
1
0
3
0
3
0
11
0
0
1
0
1
1
1
1
0
5
0
2
2
1
2
1
10
1
1
2
1
1
1
1
0
1
1
1
2
0
1
1
1
1
0
1
1
1
1
0
0
1
1
1
1
2
1
1
1
1
1
1
1
0
1
1
1
1
1
1
9
1
12
5
2
2
1
0
1
4
1
0
0
1
1
1
0
1
1
0
1
20
1
1
3
4
1
1
2
1
1
1
0
7
1
1
1
1
1
0
1
1
1
0
0
1
0
1
1
3
0
0
1
1
5
0
1
1
0
1
2
1
1
1
0
0
1
1
1
1
1
1
3
2
0
1
19
1
1
1
1
1
1
1
1
3
2
2
3
1
3
4
2
1
0
2
0
1
5
4
1
1
4
1
1
1
1
3
1
2
0
1
1
1
0
1
1
1
0
1
0
1
2
0
2
2
3
2
4
12
2
2
4
1
0
0
2
0
8
0
4
1
2
3
4
2
0
1
0
0
0
0
1
1
1
1
5
4
2
2
4
7
2
2
2
0
1
1
4
0
1
1
1
1
1
1
1
1
3
0
1
1
1
1
1
1
1
1
1
0
1
1
1
2
1
1
2
1
0
1
2
1
1
0
1
1
1
1
1
0
1
4
0
1
1
3
1
1
1
5
1
4
2
0
1
1
1
1
1
1
4
2
0
3
4
1
1
1
1
1
5
9
1
2
1
1
2
4
1
0
5
1
10
3
1
1
2
4
6
1
1
3
0
13
9
2
1
1
2
1
8
3
1
1
4
2
4
6
1
4
6
8
1
4
1
0
2
1
1
13
19
3
2
3
5
2
5
1
2
6
1
0
1
3
2
2
2
1
0
1
1
1
3
5
13
5
2
1
3
2
2
1
1
1
1
1
1
1
9
2
12
8
8
7
1
1
0
6
3
4
1
1
1
1
0
1
0
1
1
1
0
1
1
2
1
29
1
1
1
5
2
1
1
1
1
1
1
1
0
6
8
1
0
3
1
0
1
1
2
4
1
1
1
1
1
1
3
1
1
1
1
5
5
1
1
1
1
2
2
4
5
1
1
1
0
1
1
0
3
2
2
1
3
1
1
1
0
4
1
1
1
1
1
1
1
3
2
2
1
1
0
2
1
0
1
0
2
1
1
16
3
5
9
4
2
0
0
0
5
0
1
0
0
2
1
3
0
0
0
1
3
1
1
1
2
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
0
14
0
1
1
5
3
2
1
3
3
1
1
0
1
0
3
0
2
0
1
0
3
2
1
1
1
2
0
1
4
1
3
2
3
3
1
81
32
0
1
1
14
11
1
6
1
11
7
2
3
2
4
3
4
1
2
5
3
1
1
2
6
9
3
2
14
4
3
1
1
3
2
4
2
1
4
5
3
2
1
1
2
1
3
11
2
4
9
18
12
1
1
4
0
3
3
1
2
1
1
2
1
0
0
1
5
9
37
8
0
5
2
12
2
3
9
0
0
1
0
2
0
21
3
14
2
6
5
11
3
4
9
7
1
7
1
2
0
1
1
2
11
3
2
0
0
4
1
2
1
1
2
1
7
3
2
0
2
