Number.of.files
67
4
20
15
3
3
2
7
2
12
6
3
14
6
5
15
3
3
1
1
1
4
1
4
19
11
1
1
2
2
1
16
62
2
1
1
1
1
12
8
13
2
3
6
2
0
7
6
8
2
9
1
1
6
5
2
1
2
2
8
1
1
2
12
8
1
4
1
1
4
2
3
0
1
1
1
0
1
1
10
1
3
5
2
2
2
1
6
10
7
3
3
5
3
1
13
15
1
8
1
3
2
1
4
1
1
2
3
2
1
1
5
1
0
1
2
0
1
2
3
1
1
3
1
3
7
10
2
4
8
2
2
1
1
1
6
1
2
8
2
1
2
2
5
1
7
1
2
16
2
2
2
1
11
3
2
7
2
2
3
9
2
5
1
3
1
1
5
4
15
1
1
13
1
12
4
1
1
1
6
1
6
2
5
2
13
1
1
1
8
6
5
2
3
1
3
3
5
2
4
14
31
17
13
5
2
2
3
1
16
2
1
1
5
3
2
1
6
1
1
1
1
2
24
3
18
2
2
1
1
1
2
1
2
8
3
3
1
1
1
3
14
4
1
1
1
1
1
2
2
1
9
2
3
0
4
2
1
1
24
1
1
1
1
1
1
0
1
1
1
1
2
3
1
2
3
1
2
2
134
10
1
2
13
4
4
1
2
3
1
1
2
0
1
4
2
2
1
4
2
5
1
4
2
1
1
4
4
3
1
1
1
1
2
1
1
2
5
2
9
1
12
1
4
1
5
3
1
1
15
3
6
2
7
8
1
2
1
1
1
10
8
1
14
3
12
3
13
1
2
3
12
2
3
1
10
5
16
3
2
2
1
3
2
2
1
2
1
1
3
3
2
14
2
1
15
3
30
1
16
17
1
2
1
1
1
1
2
15
1
1
15
5
13
4
16
1
2
2
3
2
10
3
2
2
4
4
1
1
4
1
1
9
1
1
3
22
13
1
6
8
4
4
5
10
1
24
6
3
5
4
2
1
1
1
1
2
6
2
2
3
3
1
1
5
1
2
3
1
3
13
2
1
1
1
1
2
7
3
2
2
1
1
1
2
1
1
17
2
1
1
1
6
2
3
2
4
1
1
2
1
3
2
2
1
0
2
17
7
7
2
3
1
1
10
1
1
2
1
1
1
1
1
17
4
6
2
1
2
2
4
1
9
1
1
1
0
1
1
3
1
1
2
1
1
11
7
2
1
1
1
1
1
1
1
1
1
13
1
1
5
2
1
1
9
4
1
1
1
2
1
1
6
2
3
64
4
1
19
1
1
1
1
1
1
12
1
1
27
19
1
2
1
2
2
1
19
1
3
1
2
1
3
2
1
2
2
2
2
1
3
1
3
1
1
1
2
2
3
1
1
4
3
0
2
4
2
1
1
10
13
2
0
3
8
1
2
1
19
1
1
1
2
1
0
1
1
1
5
1
3
6
1
1
10
1
31
1
1
11
1
