Number.of.files
113
1
1
76
1
0
0
1
2
1
2
2
2
2
1
3
1
2
1
2
2
2
6
5
2
4
4
4
2
2
3
1
1
1
3
1
1
1
3
1
1
1
1
3
1
1
3
3
2
5
1
5
4
1
10
2
3
1
1
3
2
5
4
7
1
4
1
3
8
3
1
1
1
2
4
2
1
22
1
2
5
4
3
1
13
1
8
4
2
1
3
3
4
1
2
2
2
4
1
6
2
1
4
2
2
1
3
1
1
7
3
1
1
21
8
1
2
4
1
1
1
3
3
2
1
2
4
1
1
3
1
1
4
3
1
1
3
5
6
1
7
4
2
1
3
8
1
1
1
1
1
1
1
1
1
2
2
3
2
2
6
2
5
2
2
3
3
1
1
1
1
1
1
1
1
1
1
105
2
1
1
1
3
2
3
2
1
2
2
2
1
3
1
4
4
2
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
3
1
4
4
1
1
1
2
1
1
1
2
4
5
2
6
1
3
1
1
1
1
2
1
4
1
1
1
1
1
1
1
1
2
1
1
1
3
1
1
2
1
1
4
2
1
6
1
1
1
1
2
1
2
2
2
1
2
2
1
2
1
1
2
1
5
1
4
4
1
2
2
1
1
6
1
3
2
2
1
1
1
3
120
1
1
2
2
3
2
1
1
8
2
1
1
2
1
3
1
2
1
3
5
2
6
5
2
4
11
2
3
1
1
1
1
1
1
1
3
3
1
1
1
2
1
1
1
2
27
1
1
3
2
2
1
2
2
1
2
2
2
2
2
1
1
1
2
2
2
1
2
0
2
1
3
2
1
6
1
4
4
1
3
3
4
3
1
1
1
1
1
1
2
3
1
1
1
1
1
1
4
1
1
2
1
1
2
2
1
1
1
2
1
3
2
3
1
2
2
1
4
5
4
2
1
5
3
1
4
1
1
4
1
2
21
16
1
3
1
2
56
1
3
1
1
4
3
1
1
1
5
4
1
1
2
2
1
6
19
1
3
8
2
1
4
1
1
5
4
54
6
6
1
1
2
2
2
2
0
3
1
11
2
1
33
1
1
5
2
4
3
5
2
1
3
1
1
1
20
5
1
21
5
5
5
1
4
17
5
1
4
1
1
5
2
1
2
2
3
2
1
7
1
1
1
41
3
3
1
42
3
6
3
4
1
1
2
4
6
1
1
3
1
1
3
2
1
8
2
3
6
2
1
1
2
1
2
1
2
1
1
2
2
2
5
2
1
1
1
5
1
3
1
1
1
1
1
9
1
2
5
1
30
1
1
1
2
1
1
4
8
1
1
16
1
1
1
1
1
1
1
1
5
1
3
3
2
1
1
1
1
1
1
1
1
1
6
1
19
3
1
1
5
1
1
4
2
2
1
1
2
2
5
8
5
9
1
2
4
1
1
1
1
5
2
3
1
7
4
1
1
1
4
2
1
1
2
6
2
7
2
5
3
3
1
2
1
2
2
10
4
1
10
9
2
1
3
3
1
1
12
1
2
12
1
1
2
1
1
2
1
4
7
1
1
1
1
5
2
1
1
1
3
4
1
2
3
2
3
1
5
7
1
1
2
1
1
1
3
1
4
1
1
7
3
5
8
1
1
3
1
1
1
1
1
2
3
1
3
