Number.of.files
29
12
5
2
0
1
1
1
0
1
0
1
1
0
4
4
2
6
1
2
1
4
2
1
2
1
1
1
1
1
1
0
3
41
1
31
29
25
0
5
5
2
2
45
2
0
1
3
0
1
1
1
1
5
39
0
1
1
1
1
1
1
1
1
0
1
5
0
50
1
1
19
4
0
1
4
1
0
19
0
47
21
21
0
2
3
1
1
1
3
0
5
1
0
1
4
0
2
2
1
1
3
4
0
0
1
1
0
0
1
1
0
3
0
24
1
2
36
1
12
4
0
1
1
12
41
1
1
1
1
0
6
1
2
1
1
1
1
1
1
1
1
1
1
1
4
0
0
51
1
1
1
1
1
0
1
1
3
4
1
0
1
0
1
1
1
1
1
5
0
0
3
0
1
3
3
1
2
0
1
3
1
0
3
1
1
1
1
1
1
1
1
1
0
1
0
1
1
2
0
0
1
1
2
1
1
1
0
0
1
1
4
0
1
1
1
1
1
0
1
5
0
1
1
3
0
1
2
2
1
1
1
0
1
1
1
1
1
2
1
0
1
0
2
1
3
0
0
1
2
0
2
1
0
0
1
1
1
1
0
0
1
1
0
1
1
1
1
2
4
1
1
1
1
3
1
1
1
1
1
1
1
2
1
4
1
2
1
0
1
0
0
2
0
0
1
0
1
3
1
1
3
0
13
1
5
0
5
11
1
1
0
0
1
1
0
2
0
4
0
1
0
1
1
3
0
63
1
1
1
1
1
1
0
1
0
1
1
1
1
13
1
1
0
1
0
1
2
1
1
1
1
1
1
1
4
12
5
2
4
2
2
1
1
1
1
1
1
1
3
1
1
2
3
1
1
1
1
1
1
0
1
0
0
1
1
0
4
0
1
0
3
2
1
1
2
0
1
2
2
0
2
0
1
2
2
1
1
1
2
1
0
5
1
1
0
1
0
1
6
1
2
1
0
1
1
0
1
1
1
1
6
1
0
1
4
0
1
1
1
63
6
1
2
11
2
4
8
1
2
2
1
1
1
0
2
1
1
78
1
1
1
1
1
1
2
1
1
1
0
1
1
3
1
0
1
1
4
5
2
1
5
1
3
1
4
4
2
1
1
1
0
0
0
3
9
1
1
6
2
0
0
1
1
0
3
1
0
0
1
1
0
0
0
1
0
7
0
3
2
0
1
1
1
1
1
1
1
0
1
0
0
1
2
0
1
82
82
1
2
1
2
2
1
1
1
1
1
1
2
1
1
2
0
0
0
0
0
1
1
1
1
0
1
0
1
0
1
1
1
0
0
0
1
2
1
1
1
2
1
1
0
0
11
5
7
5
3
1
1
1
2
1
1
1
3
1
2
1
2
1
1
1
0
0
1
1
1
1
0
0
2
2
0
1
1
1
2
2
1
0
1
0
0
3
0
1
2
5
1
0
6
0
1
1
85
2
0
1
1
1
1
1
4
2
2
2
0
1
1
0
1
2
20
6
