file,commits
package.json, 6280
src/app/editor.coffee, 650
src/editor.coffee, 568
src/text-editor.coffee, 554
src/text-editor-presenter.coffee, 523
src/atom.coffee, 501
spec/app/editor-spec.coffee, 467
spec/spec-helper.coffee, 459
src/workspace.coffee, 372
src/display-buffer.coffee, 369
src/editor-component.coffee, 362
src/app/edit-session.coffee, 352
src/text-editor-component.coffee, 337
spec/text-editor-spec.coffee, 321
spec/text-editor-presenter-spec.coffee, 312
src/pane.coffee, 300
src/atom/editor.coffee, 297
src/config.coffee, 293
src/browser/atom-application.coffee, 291
spec/editor-component-spec.coffee, 290
src/project.coffee, 288
src/app/root-view.coffee, 242
src/lines-component.coffee, 242
src/app/window.coffee, 237
spec/app/edit-session-spec.coffee, 229
src/package.coffee, 228
Rakefile, 223
src/atom-environment.coffee, 222
build/package.json, 213
src/workspace-view.coffee, 205
src/tokenized-buffer.coffee, 205
spec/editor-spec.coffee, 204
spec/text-editor-component-spec.coffee, 202
spec/atom/editor-spec.coffee, 199
src/app/atom.coffee, 192
spec/workspace-spec.coffee, 191
apm/package.json, 188
src/package-manager.coffee, 185
src/selection.coffee, 176
script/bootstrap, 174
src/git-repository-async.js, 172
src/app/selection.coffee, 171
src/editor-view.coffee, 168
build/Gruntfile.coffee, 168
README.md, 167
src/app/project.coffee, 162
src/atom-application.coffee, 160
spec/config-spec.coffee, 156
src/cursor.coffee, 156
spec/display-buffer-spec.coffee, 155
spec/project-spec.coffee, 153
src/browser/main.coffee, 152
vendor/apm, 150
src/window.coffee, 146
src/text-editor-element.coffee, 145
spec/pane-spec.coffee, 142
spec/app/root-view-spec.coffee, 138
src/theme-manager.coffee, 137
spec/package-manager-spec.coffee, 134
src/app/cursor.coffee, 132
Gruntfile.coffee, 130
spec/tokenized-buffer-spec.coffee, 128
src/app/buffer.coffee, 125
src/app/language-mode.coffee, 124
src/window-event-handler.coffee, 122
src/tokenized-line.coffee, 122
CONTRIBUTING.md, 120
build/tasks/publish-build-task.coffee, 119
spec/atom-spec.coffee, 118
src/main.coffee, 117
src/app/display-buffer.coffee, 117
src/browser/atom-window.coffee, 115
static/editor.css, 114
src/app/text-mate-grammar.coffee, 113
static/index.js, 112
script/cibuild, 112
build/tasks/build-task.coffee, 111
src/pane-container.coffee, 109
src/react-editor-view.coffee, 108
src/gutter-component.coffee, 108
src/app/config.coffee, 105
docs/build-instructions/linux.md, 102
static/editor.less, 102
src/text-buffer.coffee, 98
src/browser/squirrel-update.coffee, 98
spec/git-repository-async-spec.js, 97
spec/workspace-view-spec.coffee, 97
spec/theme-manager-spec.coffee, 96
spec/extensions/tree-view-spec.coffee, 96
spec/app/buffer-spec.coffee, 96
src/app/pane.coffee, 95
exports/atom.coffee, 93
src/language-mode.coffee, 93
.travis.yml, 92
src/context-menu-manager.coffee, 91
spec/text-editor-component-spec.js, 91
spec/app/atom-spec.coffee, 90
docs/build-instructions/windows.md, 90
src/config-schema.coffee, 89
benchmark/benchmark-suite.coffee, 87
src/atom/window.coffee, 86
src/menu-manager.coffee, 85
native/atom_window_controller.mm, 84
src/module-cache.coffee, 83
src/app/atom-package.coffee, 82
atom.gyp, 82
src/stdlib/fs.coffee, 81
CHANGELOG.md, 79
keymaps/win32.cson, 78
src/app/git.coffee, 77
spec/integration/startup-spec.coffee, 77
src/git.coffee, 77
spec/app/project-spec.coffee, 77
src/app/text-buffer.coffee, 76
spec/editor-view-spec.coffee, 75
spec/app/text-mate-grammar-spec.coffee, 75
src/keymap.coffee, 74
spec/atom-reporter.coffee, 74
src/packages/fuzzy-finder/spec/fuzzy-finder-spec.coffee, 73
native/v8_extensions/native.mm, 73
src/atom/cursor.coffee, 73
menus/darwin.cson, 72
spec/app/window-spec.coffee, 72
build/tasks/spec-task.coffee, 72
spec/main-process/atom-application.test.js, 71
src/app/tokenized-buffer.coffee, 70
src/command-registry.coffee, 70
spec/window-spec.coffee, 69
spec/app/display-buffer-spec.coffee, 69
src/root-view.coffee, 68
spec/git-spec.coffee, 68
static/atom.css, 68
spec/pane-view-spec.coffee, 67
spec/app/tokenized-buffer-spec.coffee, 67
native/atom_application.mm, 66
static/index.html, 65
src/application-delegate.coffee, 65
src/atom/selection.coffee, 64
src/token.coffee, 64
src/git-repository.coffee, 64
docs/creating-a-package.md, 64
appveyor.yml, 63
keymaps/darwin.cson, 63
menus/win32.cson, 63
src/workspace-element.coffee, 62
src/atom-window.coffee, 61
src/atom/buffer.coffee, 60
spec/pane-container-spec.coffee, 60
keymaps/linux.cson, 59
spec/spec-suite.coffee, 59
src/atom/root-view.coffee, 59
src/browser/auto-update-manager.coffee, 59
src/atom-package.coffee, 59
src/packages/tree-view/spec/tree-view-spec.coffee, 59
src/lines-tile-component.coffee, 58
src/extensions/tree-view/tree-view.coffee, 58
.gitignore, 57
src/app/text-mate-package.coffee, 56
spec/app/language-mode-spec.coffee, 56
spec/app/pane-spec.coffee, 56
src/lines-yardstick.coffee, 56
docs/your-first-package.md, 56
src/main-process/atom-application.coffee, 56
src/app/gutter.coffee, 56
src/task.coffee, 56
src/stdlib/require.coffee, 56
src/app/keymap.coffee, 55
src/select-list-view.coffee, 55
src/atom/line-wrapper.coffee, 55
src/buffered-process.coffee, 54
atom.sh, 54
src/packages/command-panel/spec/command-panel-spec.coffee, 54
spec/atom/root-view-spec.coffee, 54
src/stdlib/fs-utils.coffee, 54
src/packages/snippets/spec/snippets-spec.coffee, 54
native/v8_extensions/git.mm, 53
