file,commits
NEWS, 708
DESCRIPTION, 245
NAMESPACE, 224
R/layer.r, 194
NEWS.md, 164
R/scale-.r, 157
R/theme.r, 150
R/theme-defaults.r, 147
R/facet-grid-.r, 142
R/facet-wrap.r, 127
R/plot-render.r, 124
R/guide-legend.r, 111
R/geom-boxplot.r, 108
R/stat-bin.r, 107
R/stat-smooth.r, 97
R/stat-summary.r, 91
R/scales-.r, 89
R/geom-path-.r, 89
R/utilities.r, 87
R/scale-discrete-.r, 86
R/geom-point-.r, 85
R/theme-elements.r, 85
R/geom-text.r, 83
R/plot-build.r, 82
R/geom-segment.r, 78
R/geom-dotplot.r, 73
R/geom-smooth.r, 73
R/geom-violin.r, 72
R/geom-bar-.r, 72
R/geom-tile.r, 69
R/geom-.r, 69
R/geom-ribbon-.r, 68
R/stat-quantile.r, 66
R/coord-polar.r, 66
R/stat-density-2d.r, 66
R/aes.r, 66
R/stat-density.r, 65
R/geom-hline.r, 65
R/stat-contour.r, 65
R/geom-vline.r, 65
R/geom-abline.r, 65
R/stat-ydensity.r, 65
R/stat-boxplot.r, 64
R/geom-polygon.r, 63
man/geom_boxplot.Rd, 62
R/stat-bin2d.r, 61
R/stat-binhex.r, 60
R/guide-colorbar.r, 60
R/stat-function.r, 59
R/plot-construction.r, 59
R/stat-sum.r, 59
R/stat-.r, 57
R/geom-crossbar.r, 57
R/stat-qq.r, 57
R/geom-hex.r, 57
R/geom-rect.r, 57
R/guides-legend.r, 56
R/geom-raster.r, 56
R/aaa-.r, 55
man/geom_histogram.Rd, 55
R/plot.r, 54
man/geom_text.Rd, 54
R/coord-cartesian-.r, 54
R/geom-linerange.r, 53
R/guides-.r, 52
R/stat-bindot.r, 52
man/geom_bar.Rd, 52
R/scale-date.r, 51
R/position-collide.r, 51
man/theme.Rd, 51
R/quick-plot.r, 51
R/xxx.r, 51
man/geom_path.Rd, 50
R/geom-rug.r, 50
R/scale-identity.r, 50
R/position-stack.r, 49
R/coord-map.r, 49
R/position-jitter.r, 48
man/ggplot2-ggproto.Rd, 47
R/stat-summary-2d.r, 47
R/stat-summary-hex.r, 47
R/scale-continuous.r, 45
R/save.r, 45
R/coord-transform.r, 45
R/geom-pointrange.r, 44
R/geom-path-step.r, 44
man/stat_summary.Rd, 44
man/geom_violin.Rd, 44
R/scale-continuous-.r, 43
man/geom_segment.Rd, 43
R/position-.r, 43
R/stat-ecdf.r, 43
man/geom_point.Rd, 43
R/scale-manual.r, 43
R/geom-quantile.r, 42
R/position-dodge.r, 42
R/geom-blank.r, 41
R/geom-path-line.r, 41
R/scale-size.r, 41
man/geom_smooth.Rd, 41
R/stat-identity.r, 41
.travis.yml, 40
R/coord-.r, 40
R/geom-bar-histogram.r, 40
man/scale_brewer.Rd, 40
man/geom_tile.Rd, 40
R/panel.r, 40
R/stat-ellipse.R, 40
R/annotation-custom.r, 40
R/sf.R, 39
R/geom-map.r, 39
man/geom_linerange.Rd, 39
R/guides-axis.r, 39
man/geom_ribbon.Rd, 39
man/scale_gradient.Rd, 38
man/geom_density.Rd, 38
man/geom_bin2d.Rd, 38
R/facet-labels.r, 38
man/scale_continuous.Rd, 37
R/geom-path-contour.r, 36
R/annotation-logticks.r, 36
R/stat-unique.r, 36
man/geom_dotplot.Rd, 36
R/annotation-raster.r, 35
man/facet_wrap.Rd, 35
man/position_stack.Rd, 35
man/stat_qq.Rd, 35
R/geom-ribbon-density.r, 34
man/facet_grid.Rd, 34
man/geom_quantile.Rd, 34
man/geom_blank.Rd, 34
man/guide_legend.Rd, 34
man/geom_jitter.Rd, 34
R/facet-null.r, 34
R/labels.r, 34
R/scale-discrete-colour.r, 33
man/geom_contour.Rd, 33
man/scale_hue.Rd, 33
R/scale-continuous-colour.r, 33
R/fortify-map.r, 33
R/stat-spoke.r, 33
R/geom-curve.r, 33
man/scale_date.Rd, 33
R/geom-bin2d.r, 32
R/scale-datetime.r, 32
R/annotation.r, 32
man/geom_rug.Rd, 31
R/coord-munch.r, 31
R/position-fill.r, 31
R/scale-linetype.r, 31
CHANGELOG, 31
R/stat-vline.r, 30
man/labs.Rd, 30
man/geom_hex.Rd, 30
man/position_dodge.Rd, 30
R/scale-brewer.r, 30
man/geom_errorbarh.Rd, 30
R/geom-path-density2d.r, 30
man/geom_abline.Rd, 30
man/geom_polygon.Rd, 29
man/stat_function.Rd, 29
man/geom_density2d.Rd, 29
R/geom-freqpoly.r, 29
R/annotation-map.r, 29
R/scale-shape.r, 29
man/position_jitter.Rd, 28
man/geom_map.Rd, 28
R/geom-point-jitter.r, 28
man/scale_grey.Rd, 28
man/stat_identity.Rd, 27
man/stat_smooth.Rd, 27
vignettes/extending-ggplot2.Rmd, 27
R/utilities-layer.r, 27
man/coord_fixed.Rd, 27
man/guide_colourbar.Rd, 27
R/ggplot2.r, 27
man/scale_gradient2.Rd, 27
R/facet-layout.r, 26
R/facet-.r, 26
R/geom-error.r, 26
man/qplot.Rd, 26
man/theme_update.Rd, 26
.Rbuildignore, 26
man/scale_manual.Rd, 25
man/geom_line.Rd, 25
man/scale_identity.Rd, 25
R/templates.r, 25
man/annotate.Rd, 25
man/discrete_scale.Rd, 25
man/ggsave.Rd, 25
man/scale_linetype.Rd, 25
man/stat_density.Rd, 25
man/scale_size.Rd, 25
R/geom-defaults.r, 24
man/scale_shape.Rd, 24
man/coord_polar.Rd, 24
man/stat_unique.Rd, 24
man/opts.Rd, 24
man/coord_map.Rd, 24
