Id,Label,timeset,indegree,outdegree,degree,modularity_class,clustering,eigencentrality,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,pageranks
n971,doc/Type/WrapHandle.pod6,,193,45,238,136,0.384374,0.90825,335,45,380,7,0.346915,0.492263,137.15635,0,0.001439
n972,xt/.aspell.pws,,0,1,1,144,0,0.000095,0,1,1,7,0.237605,0.24899,0,0,0.000203
n973,xt/aspell.t,,12,10,22,144,0.324675,0.004221,23,36,59,6,0.311545,0.340764,994.08747,0,0.00115
n974,xt/code.pws,,44,2,46,144,0.24058,0.124296,49,30,79,6,0.383975,0.429057,6583.776698,0,0.000838
n975,xt/doc,,3,1,4,144,0.5,0.001723,3,1,4,6,0.299011,0.3168,0,0,0.000296
n976,xt/words.pws,,69,0,69,144,0.184143,0.154225,117,0,117,6,0.389259,0.443406,12903.984341,0,0.001629
n977,doc/Type/Regex.pod6,,163,75,238,136,0.384374,0.90825,292,115,407,7,0.346915,0.492263,137.15635,0,0.001439
n978,doc/Language/grammar_tutorial.pod6,,20,154,174,136,0.486944,0.707785,47,204,251,7,0.342578,0.459974,84.748786,0,0.001105
n979,util/xt-recent-aspell.p6,,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0
n980,doc/Type/X/Proc/Unsuccessful.pod6,,111,14,125,136,0.488258,0.481473,119,14,133,6,0.379983,0.459768,26441.004262,0,0.000873
n981,doc/Language/community.pod6,,9,163,172,136,0.4966,0.706258,16,202,218,7,0.337827,0.454254,1.314558,0,0.00107
n982,doc/Type/Mixy.pod6,,118,61,179,136,0.482644,0.729439,176,101,277,7,0.338741,0.458245,12.891084,0,0.001109
n983,t/return-type.t,,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0
n984,doc/Type/Metamodel/Finalization.pod6,,40,83,123,136,0.5,0.477599,40,83,123,7,0.31615,0.414307,0,0,0.000821
n985,doc/Type/Order.pod6,,139,96,235,136,0.389162,0.901923,196,132,328,7,0.346503,0.490552,122.586165,0,0.001421
n986,doc/Type/Pod/Block.pod6,,54,69,123,136,0.5,0.477599,54,69,123,7,0.31615,0.414307,0,0,0.000821
n987,doc/Type/Pod/Block/Code.pod6,,55,68,123,136,0.5,0.477599,55,68,123,7,0.31615,0.414307,0,0,0.000821
n988,doc/Type/Pod/Block/Named.pod6,,56,67,123,136,0.5,0.477599,56,67,123,7,0.31615,0.414307,0,0,0.000821
n989,doc/Type/PositionalBindFailover.pod6,,151,87,238,136,0.384374,0.90825,236,136,372,7,0.346915,0.492263,137.15635,0,0.001439
n990,doc/Type/X/OS.pod6,,101,22,123,136,0.5,0.477599,101,22,123,7,0.31615,0.414307,0,0,0.000821
n991,doc/Type/X/Syntax/Number/RadixOutOfRange.pod6,,117,6,123,136,0.5,0.477599,117,6,123,7,0.31615,0.414307,0,0,0.000821
n992,doc/Type/X/TypeCheck.pod6,,121,2,123,136,0.5,0.477599,121,2,123,7,0.31615,0.414307,0,0,0.000821
n993,xt/return-type.t,,14,4,18,144,0.460784,0.003337,41,13,54,6,0.308044,0.335044,18.628495,0,0.000846
n994,html/js/jquery-3.1.1.min.js,,0,1,1,95,0,0.000081,0,2,2,6,0.252665,0.261859,0,0,0.00024
n995,xt/space-after-commma.t,,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0
n996,html/js/levenshtein.js,,0,2,2,95,0.5,0.00015,0,2,2,6,0.257714,0.266553,0,0,0.000322
n997,highlights/highlight-folder.coffee,,0,1,1,95,0,0.000334,0,1,1,6,0.320893,0.337134,0,0,0.000198
n998,highlights/highlight-file.coffee,,1,5,6,95,0.5,0.000681,1,5,6,6,0.321953,0.34065,0,0,0.000615
n999,highlights/highlight-filename-from-stdin.coffee,,2,4,6,95,0.5,0.000681,3,5,8,6,0.321953,0.34065,0,0,0.000615
n1000,highlights/package.json,,3,3,6,95,0.5,0.000681,4,3,7,6,0.321953,0.34065,0,0,0.000615
n1001,html/css/pygments.css.bak,,5,1,6,95,0.5,0.000681,5,1,6,6,0.321953,0.34065,0,0,0.000615
n1002,html/js/sift4-common.js,,1,0,1,136,0,0.003819,1,0,1,8,0.261947,0.300945,0,0,0.000164
n1003,html/css/highlights.css,,0,2,2,95,0.5,0.000143,0,5,5,6,0.251794,0.261992,0,0,0.000332
n1004,util/compile-sass.sh,,2,0,2,95,0.5,0.000433,2,0,2,6,0.321363,0.338179,0,0,0.000263
n1005,assets/sass/_jquery-ui.scss,,0,2,2,95,0.5,0.000161,0,2,2,6,0.264157,0.273565,0,0,0.000318
n1006,assets/sass/_highlights.scss,,0,2,2,95,0.5,0.000161,0,5,5,6,0.264157,0.273565,0,0,0.000318
n1007,util/trigger-rebuild.txt,,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0
n1008,type-groups.json,,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0
n1009,doc/Type/Associative.pod6,,61,110,171,136,0.5,0.704473,61,110,171,7,0.337697,0.453684,0,0,0.001063
n1010,doc/Type/Cursor.pod6,,81,90,171,136,0.5,0.704473,81,90,171,7,0.337697,0.453684,0,0,0.001063
n1011,doc/Language/unicode.pod6,,51,124,175,136,0.484959,0.711664,143,134,277,7,0.342712,0.460545,85.329753,0,0.001111
n1012,doc/Type/Metamodel/Naming.pod6,,41,37,78,136,0.5,0.342093,41,37,78,8,0.28082,0.370576,0,0,0.000568
n1013,doc/Type/IO/ArgFiles.pod6,,9,10,19,136,0.339181,0.059523,9,10,19,6,0.366332,0.401691,1229.905737,0,0.000348
n1014,xt/examples-compilation.t,,37,6,43,144,0.19103,0.081168,63,23,86,6,0.341777,0.395876,2719.178885,0,0.001202
n1015,doc/Language/from-haskell.pod6,,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0
n1016,doc/Language/haskell-to-p6.pod6,,22,171,193,136,0.443842,0.769462,55,267,322,7,0.34514,0.470807,113.038032,0,0.001208
n1017,doc/Language/py-nutshell.pod6,,39,136,175,136,0.483284,0.710354,50,167,217,7,0.342846,0.460735,142.905141,0,0.001128
n1018,doc/Language/pod.pod6,,38,137,175,136,0.480361,0.707125,44,140,184,7,0.35094,0.46731,320.466411,0,0.001151
n1019,doc/Type/IO/Path/Cygwin.pod6,,4,10,14,144,0.5,0.032805,5,16,21,7,0.308044,0.355489,0,0,0.000301
n1020,doc/Type/IO/Path/QNX.pod6,,5,9,14,144,0.5,0.032805,8,13,21,7,0.308044,0.355489,0,0,0.000301
n1021,doc/Type/IO/Path/Unix.pod6,,6,8,14,144,0.5,0.032805,11,10,21,7,0.308044,0.355489,0,0,0.000301
n1022,doc/Type/IO/Path/Win32.pod6,,7,7,14,144,0.5,0.032805,14,7,21,7,0.308044,0.355489,0,0,0.000301
n1023,doc/Type/IO/Socket.pod6,,2,1,3,136,0.5,0.012159,2,1,3,8,0.273039,0.325156,0,0,0.000175
n1024,doc/Language/io-guide.pod6,,23,177,200,136,0.419673,0.777248,30,217,247,7,0.346367,0.475178,311.599342,0,0.001305
n1025,META6.json,,0,2,2,144,0,0.000159,0,2,2,5,0.270679,0.280559,20.429533,0,0.000268
n1026,doc/Language/modules-core.pod6,,29,145,174,136,0.485748,0.706963,30,148,178,7,0.353914,0.469781,375.803288,0,0.001138
n1027,doc/Type/IO/CatHandle.pod6,,26,37,63,136,0.445469,0.236868,26,39,65,6,0.374947,0.428867,8546.557326,0,0.000575
n1028,xt/duplicates.t,,12,7,19,144,0.412281,0.007417,27,28,55,6,0.325297,0.363835,82.731905,0,0.000853
n1029,xt/perl-nbsp.t,,13,5,18,144,0.460784,0.003337,36,18,54,6,0.308044,0.335044,18.628495,0,0.000846
n1030,doc/Type/Encoding.pod6,,87,84,171,136,0.5,0.704473,87,84,171,7,0.337697,0.453684,0,0,0.001063
n1031,doc/Type/Pod/Block/Comment.pod6,,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0
n1032,doc/Type/Pod/Heading.pod6,,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0
n1033,doc/Type/Pod/Block/Table.pod6,,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0
n1034,xt/space-after-comma.t,,15,3,18,144,0.460784,0.003337,46,8,54,6,0.308044,0.335044,18.628495,0,0.000846
n1035,doc/Type/Buf.pod6,,70,101,171,136,0.5,0.704473,81,107,188,7,0.337697,0.453684,0,0,0.001063
n1036,doc/Type/PseudoStash.pod6,,130,42,172,136,0.495172,0.705319,130,42,172,7,0.342177,0.458644,57.265978,0,0.001083
n1037,t/pod-valid.t,,5,13,18,144,0.460784,0.003337,5,49,54,6,0.308044,0.335044,18.628495,0,0.000846
n1038,EXAMPLES.md,,1,2,3,144,0.333333,0.001817,1,2,3,7,0.299829,0.321263,0.190367,0,0.000226
n1039,doc/Type/atomicint.pod6,,169,5,174,136,0.488207,0.70988,202,5,207,7,0.342578,0.459974,83.13315,0,0.001105
n1040,util/xt-recent-aspell.sh,,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0
n1041,t/meta.t,,2,15,17,144,0.441176,0.002664,2,15,17,6,0.299113,0.323717,338.53479,0,0.000885
n1042,doc/Type/utf8.pod6,,171,0,171,136,0.5,0.704473,171,0,171,7,0.337697,0.453684,0,0,0.001063
n1043,doc/Language/enumeration.pod6,,14,157,171,136,0.5,0.704473,14,158,172,7,0.337697,0.453684,0,0,0.001063
n1044,doc/Programs/02-reading-docs.pod6,,57,114,171,136,0.5,0.704473,57,114,171,7,0.337697,0.453684,0,0,0.001063
n1045,util/xt-recent.sh,,4,8,12,144,0.5,0.002838,4,8,12,7,0.301582,0.327914,0,0,0.000591
n1046,doc/Language/unicode_ascii.pod6,,52,119,171,136,0.5,0.704473,56,119,175,7,0.337697,0.453684,0,0,0.001063
n1047,doc/Type/Pod/Block/Declarator.pod6,,1,0,1,136,0,0.005088,1,0,1,8,0.270512,0.320994,0,0,0.000164
n1048,doc/Type/Supplier/Preserving.pod6,,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
n1049,doc/Type/Scheduler.pod6,,140,31,171,136,0.5,0.704473,141,32,173,7,0.337697,0.453684,0,0,0.001063
n1050,xt/type-graph.t,,15,1,16,144,0.5,0.002611,15,1,16,6,0.299011,0.323147,0,0,0.000774
n1051,Dockerfile,,2,0,2,144,0,0.000706,2,0,2,7,0.291847,0.308758,876,0,0.000504
n1052,.dockerignore,,0,1,1,144,0,0.000056,0,1,1,8,0.225973,0.233974,0,0,0.000372
n1053,doc/Type/Metamodel/EnumHOW.pod6,,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0
n1054,doc/Type/Telemetry.pod6,,157,17,174,136,0.483988,0.705575,157,21,178,7,0.34045,0.457029,321.424726,0,0.00117
n1055,doc/Type/Telemetry/Period.pod6,,157,14,171,136,0.5,0.704473,160,15,175,7,0.337697,0.453684,0,0,0.001063
n1056,doc/Type/snapper.pod6,,170,1,171,136,0.5,0.704473,172,1,173,7,0.337697,0.453684,0,0,0.001063
n1057,doc/Type/Kernel.pod6,,100,71,171,136,0.5,0.704473,100,71,171,7,0.337697,0.453684,0,0,0.001063
n1058,doc/Type/Distro.pod6,,85,86,171,136,0.5,0.704473,85,86,171,7,0.337697,0.453684,0,0,0.001063
n1059,doc/Type/VM.pod6,,162,9,171,136,0.5,0.704473,162,9,171,7,0.337697,0.453684,0,0,0.001063
n1060,doc/Type/Perl.pod6,,124,47,171,136,0.5,0.704473,124,47,171,7,0.337697,0.453684,0,0,0.001063
n1061,doc/404.pod6,,0,171,171,136,0.5,0.704473,0,171,171,7,0.337697,0.453684,0,0,0.001063
n1062,doc/Type/AST.pod6,,58,113,171,136,0.5,0.704473,58,113,171,7,0.337697,0.453684,0,0,0.001063
n1063,doc/Type/Duration.pod6,,86,85,171,136,0.5,0.704473,86,85,171,7,0.337697,0.453684,0,0,0.001063
n1064,doc/Type/Macro.pod6,,104,67,171,136,0.5,0.704473,104,67,171,7,0.337697,0.453684,0,0,0.001063
n1065,doc/Type/ObjAt.pod6,,120,51,171,136,0.5,0.704473,120,51,171,7,0.337697,0.453684,0,0,0.001063
n1066,doc/Type/Positional.pod6,,125,46,171,136,0.5,0.704473,125,46,171,7,0.337697,0.453684,0,0,0.001063
n1067,doc/Type/QuantHash.pod6,,131,40,171,136,0.5,0.704473,131,40,171,7,0.337697,0.453684,0,0,0.001063
n1068,doc/Type/Stringy.pod6,,150,21,171,136,0.5,0.704473,150,21,171,7,0.337697,0.453684,0,0,0.001063
n1069,doc/Type/nativeInt.pod6,,169,2,171,136,0.5,0.704473,169,2,171,7,0.337697,0.453684,0,0,0.001063
n1070,html/images/pencil.svg,,2,1,3,95,0.333333,0.00047,2,1,3,6,0.322071,0.339795,128.162993,0,0.000395
n1071,doc/Type/Telemetry/snapper.pod6,,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0
n1072,doc/Type/Telemetry/Instrument/Usage.pod6,,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0
n1073,doc/Type/Telemetry/Instrument/Threadpool.pod6,,1,1,2,144,0.5,0.004233,1,1,2,7,0.292333,0.322821,0,0,0.000179
n1074,doc/Type/Telemetry/Instrument/Thread.pod6,,1,1,2,144,0.5,0.000908,1,1,2,7,0.280371,0.298572,0,0,0.00031
n1075,doc/Type/Lock/Async.pod6,,0,2,2,144,0.5,0.000908,0,2,2,7,0.280371,0.298572,0,0,0.00031
n1076,doc/Type/Telemetry/Sampler.pod6,,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0
n1077,xt/double-dots.t,,4,0,4,136,0.5,0.015703,4,0,4,7,0.310773,0.350928,0,0,0.000182
n1078,doc/Type/HyperWhatever.pod6,,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0
