file,commits
src/cljs/cljs/core.cljs, 843
src/clj/cljs/compiler.clj, 476
src/clj/cljs/core.clj, 318
src/clj/cljs/closure.clj, 289
src/clj/cljs/analyzer.clj, 282
test/cljs/cljs/core_test.cljs, 271
src/main/clojure/cljs/analyzer.cljc, 211
src/clj/cljs/repl.clj, 204
src/main/cljs/cljs/core.cljs, 157
src/main/cljs/cljs/js.cljs, 152
src/main/clojure/cljs/closure.clj, 121
README.md, 116
src/main/clojure/cljs/core.cljc, 110
benchmark/cljs/benchmark_runner.cljs, 90
src/cljs/cljs/reader.cljs, 89
script/bootstrap, 84
changes.md, 81
src/main/clojure/cljs/compiler.cljc, 81
project.clj, 71
pom.template.xml, 71
src/test/cljs/cljs/core_test.cljs, 64
src/clj/cljs/repl/browser.clj, 63
src/main/cljs/cljs/spec.cljs, 60
src/test/clojure/cljs/analyzer_tests.clj, 53
src/clj/cljs/source_map.clj, 52
src/clj/cljs/repl/node.clj, 52
src/main/cljs/cljs/spec.cljc, 46
src/main/clojure/cljs/repl.cljc, 46
src/clj/cljs/repl/rhino.clj, 41
docs/corelib.org, 37
src/main/cljs/cljs/spec/test.cljc, 34
devnotes/corelib.org, 34
script/build, 34
src/clj/cljs/test.clj, 34
src/clj/cljs/util.clj, 33
src/cljs/clojure/browser/repl.cljs, 32
samples/twitterbuzz/src/twitterbuzz/core.cljs, 32
src/test/self/self_host/test.cljs, 29
test/cljs/cljs/reader_test.cljs, 27
test/cljs/test_runner.cljs, 27
src/cljs/cljs/test.cljs, 26
test/clj/cljs/analyzer_tests.clj, 24
.gitignore, 23
src/main/cljs/cljs/spec/test.cljs, 22
src/test/self/self_parity/test.cljs, 22
src/main/clojure/cljs/build/api.clj, 21
src/cljs/clojure/browser/net.cljs, 20
samples/twitterbuzz/src/twitterbuzz/showgraph.cljs, 20
script/test, 19
src/main/clojure/cljs/util.cljc, 19
src/test/cljs/cljs/spec_test.cljs, 18
src/cljs/clojure/browser/dom.cljs, 18
src/cljs/clojure/string.cljs, 18
src/main/clojure/cljs/externs.clj, 17
src/main/cljs/cljs/stacktrace.cljc, 16
Clojurescript.iml, 16
samples/twitterbuzz/index.html, 16
src/clj/cljs/js_deps.clj, 15
script/repljs, 15
samples/repl/src/repl/test.cljs, 15
samples/repl/README.md, 15
src/clj/cljs/repl/nashorn.clj, 14
src/clj/cljs/analyzer/api.clj, 13
samples/twitterbuzz/src/twitterbuzz/layout.cljs, 13
src/test/clojure/cljs/compiler_tests.clj, 12
src/test/cljs/test_runner.cljs, 12
samples/twitterbuzz/src/twitterbuzz/timeline.cljs, 12
bin/cljsc, 12
src/test/clojure/cljs/build_api_tests.clj, 11
script/uberjar, 11
script/benchmark, 11
src/clj/cljs/repl/node_repl.js, 11
src/main/clojure/cljs/repl/browser.clj, 11
src/main/clojure/cljs/env.cljc, 10
script/repl, 10
src/main/cljs/cljs/spec/impl/gen.cljs, 10
samples/twitterbuzz/style.css, 10
src/cljs/cljs/repl.cljs, 10
src/main/clojure/cljs/analyzer/api.clj, 9
script/compile, 9
src/cljs/clojure/browser/event.cljs, 9
src/cljs/clojure/core/reducers.cljs, 9
src/cljs/cljs/bootstrap_node.js, 9
cljs.org, 9
src/main/clojure/cljs/core/macros.clj, 9
test/cljs/clojure/string_test.cljs, 8
src/main/cljs/cljs/spec.clj, 8
src/test/cljs/cljs/predicates_test.cljs, 8
src/clj/cljs/sourcemap.clj, 8
src/main/cljs/cljs/source_map.cljs, 8
samples/twitterbuzz/src/twitterbuzz/leaderboard.cljs, 8
src/test/cljs/self_host/test.cljs, 8
src/cljs/cljs/nodejs.cljs, 8
src/cljs/cljs/source_map.cljs, 8
src/main/cljs/cljs/reader.cljs, 8
test/clj/cljs/compiler_tests.clj, 8
src/clj/cljs/build/api.clj, 7
src/main/clojure/cljs/js_deps.cljc, 7
todo.org, 7
README.org, 7
src/main/cljs/cljs/pprint.cljs, 7
src/clj/cljs/repl/multi_browser.clj, 7
src/main/clojure/cljs/source_map.clj, 6
src/test/cljs/cljs/primitives_test.cljs, 6
src/cljs/cljs/nodejscli.cljs, 6
samples/twitterbuzz/README.md, 6
src/test/cljs/cljs/test_runner.cljs, 6
test/clj/cljs/repl_tests.clj, 6
src/clj/cljs/tagged_literals.clj, 6
samples/repl2/README.md, 6
samples/twitterbuzz/src/twitterbuzz/anneal.cljs, 6
samples/twitterbuzz/src/twitterbuzz/stats.cljs, 6
script/closure-library-release/closure-library-release.sh, 6
test/cljs/cljs/import_test.cljs, 6
script/closure-library-release/make-closure-library-jars.sh, 6
samples/repl2/src/repl/test.cljs, 5
docs/talk.org, 5
samples/repl/.gitignore, 5
script/test-simple, 5
src/cljs/clojure/reflect.cljs, 5
script/nashornrepljs, 5
src/main/cljs/cljs/test.cljs, 5
samples/nodehello.cljs, 5
src/main/cljs/cljs/bootstrap_node.js, 5
samples/twitterbuzz/src/twitterbuzz/dom-helpers.cljs, 5
script/clean, 5
src/main/cljs/cljs/test.clj, 5
src/test/cljs/cljs/reader_test.cljs, 5
src/cljs/cljs/string.cljs, 5
samples/repl2/index.html, 5
src/main/clojure/cljs/repl/node.clj, 5
src/clj/cljs/env.clj, 5
test/clj/cljs/closure_tests.clj, 5
src/test/cljs/cljs/clojure_alias_test.cljs, 5
src/test/clojure/cljs/closure_tests.clj, 5
src/main/clojure/cljs/compiler/api.clj, 5
src/main/clojure/cljs/analyzer/macros.clj, 5
samples/hello/src/hello/core.cljs, 5
script/closure-library-release/google-closure-library.pom.template, 5
src/main/cljs/clojure/string.cljs, 5
script/closure-library-release/google-closure-library-third-party.pom.template, 5
test/cljs/cljs/reducers_test.cljs, 5
script/node_repl, 5
src/main/cljs/clojure/browser/repl.cljs, 5
samples/twitterbuzz/src/twitterbuzz/radial.cljs, 5
src/cljs/clojure/browser/repl2.cljs, 5
src/main/cljs/cljs/js.clj, 5
samples/dom/src/dom/test.cljs, 5
script/noderepljs, 5
script/aot_core, 5
test/cljs/foo/ns_shadow_test.cljs, 4
test/clj/cljs/build_api_tests.clj, 4
src/test/cljs/cljs/hash_map_test.cljs, 4
test/cljs/cljs/ns_test.cljs, 4
src/main/cljs/cljs/externs.js, 4
src/clj/cljs/repl/server.clj, 4
src/main/cljs/cljs/repl.cljs, 4
src/cljs/cljs/pprint.clj, 4
src/cljs/cljs/externs.js, 4
src/clj/cljs/eval/browser.clj, 4
test/cljs/cljs/ns_test/foo.cljs, 4
script/browser-repl, 4
readme.txt, 4
test/cljs/cljs/keyword_test.cljs, 4
src/main/cljs/cljs/nodejs.cljs, 4
bin/cljsc.clj, 4
samples/hello/README, 4
src/test/clojure/cljs/module_processing_tests.clj, 4
src/main/cljs/cljs/module_deps.js, 3
src/main/clojure/cljs/env/macros.clj, 3
src/clj/cljs/sourcemap/base64-vlq.clj, 3
src/test/cljs/clojure/walk_test.cljs, 3
samples/hello/hello.html, 3
src/clj/cljs/analyzer/utils.clj, 3
src/main/clojure/cljs/core.clj, 3
src/test/clojure/cljs/analyzer_api_tests.clj, 3
test/cljs/cljs/binding_test_other_ns.cljs, 3
src/main/clojure/cljs/repl/rhino.clj, 3
src/test/cljs/cljs/collections_test.cljs, 3
src/cljs/cljs/pprint.cljs, 3
script/self-compile.sh, 3
test/cljs/cljs/binding_test.cljs, 3
src/clj/cljs/browser_repl.clj, 3
src/main/cljs/cljs/reader.clj, 3
src/test/clojure/cljs/test_util.clj, 3
src/main/clojure/cljs/repl/server.clj, 3
src/test/cljs/cljs/destructuring_test.cljs, 3
script/revision, 3
src/test/externs/test.js, 3
samples/hello-js/README.md, 3
samples/repl/src/cljs/repl/test.cljs, 3
test/cljs/cljs/pprint_test.clj, 3
src/main/clojure/cljs/repl/nashorn.clj, 3
src/test/cljs/cljs/ns_test.cljs, 3
src/main/clojure/cljs/tagged_literals.cljc, 3
script/test-self-host, 3
src/test/cljs/clojure/string_test.cljs, 3
src/test/self/self_parity/auxiliary.cljs, 3
src/test/cljs/module_test/modules/b.cljs, 2
src/clj/cljs/compiler/api.clj, 2
samples/repl/project.clj, 2
src/clj/cljs/eval/rhino.clj, 2
test/cljs/cljs/pprint_test.cljs, 2
src/main/clojure/cljs/js_deps.clj, 2
src/cljs/cljs/source_map/base64_vlq.cljs, 2
src/main/clojure/cljs/source_map/base64_vlq.clj, 2
samples/repl/resources/public/index.html, 2
src/main/cljs/cljs/test.cljc, 2
samples/twitterbuzz/test_data.txt, 2
src/test/cljs/module_test/modules/a.cljs, 2
src/cljs/cljs/nodecli.cljs, 2
script/make-jar, 2
src/clj/clojure/cljs/compiler.clj, 2
src/test/cljs/cljs/new_new_test.cljs, 2
samples/twitterbuzz/README, 2
src/test/clojure/cljs/util_tests.clj, 2
src/test/cljs/cljs/hashing_test.cljs, 2
test/cljs/clojure/data_test.cljs, 2
src/clj/cljs/sourcemap/base64_vlq.clj, 2
script/test-self-parity, 2
src/cljs/cljs/nodejs_externs.js, 2
src/cljs/clojure/set.cljs, 2
src/test/cljs/cljs/pprint_test.cljs, 2
src/main/cljs/cljs/spec/impl/gen.cljc, 2
src/test/cljs/cljs/macro_test.cljs, 2
test/cljs/cljs/letfn_test.cljs, 2
src/test/cljs/module_test/main.cljs, 2
script/self-compile, 2
src/cljs/cljs/set.cljs, 2
src/main/cljs/cljs/imul.js, 2
src/clj/cljs/project_compiler.clj, 2
script/check-corelib-org, 2
src/test/cljs/cljs/keyword_test.cljs, 2
src/main/cljs/cljs/spec/gen.cljs, 2
bin/cljsc.bat, 2
src/test/cljs/cljs/baz.cljs, 2
src/clj/cljs/source_map/base64_vlq.clj, 2
src/cljs/cljs/source_map/base64.cljs, 2
src/test/cljs/foo/ns_shadow_test.cljs, 2
script/test-compile, 2
bin/node_repl.js, 2
src/main/cljs/cljs/nodejscli.cljs, 2
samples/repl/repl.clj, 2
src/main/clojure/cljs/spec.clj, 2
src/test/cljs/cljs/seqs_test.cljs, 2
test/cljs/cljs/macro_test.cljs, 2
test/cljs/cljs/top_level.cljs, 2
src/clj/cljs/repl/reflect.clj, 2
src/main/clojure/cljs/compiler/macros.clj, 2
samples/repl/test.html, 2
samples/nodels.cljs, 2
src/test/clojure/cljs/repl_tests.clj, 2
script/repljs.bat, 2
src/test/cljs/cljs/syntax_quote_test.cljs, 2
samples/twitterbuzz/index-advanced.html, 2
script/repl.clj, 2
samples/hello-js/hello-js.html, 2
samples/hello/hello-dev.html, 2
src/test/cljs/bootstrap_test/macros.clj, 2
src/main/cljs/clojure/walk.cljs, 2
src/cljs/clojure/browser/ui.cljs, 1
src/test/cljs/cljs/reducers_test.cljs, 1
samples/repl/src/clj/repl/endpoint.clj, 1
src/main/cljs/cljs/spec/gen.clj, 1
test/cljs/cljs/ns_test/bar.cljs, 1
src/main/cljs/cljs/spec/impl/gen.clj, 1
samples/twitterbuzz/.gitignore, 1
samples/hello-js/src/hello/core.cljs, 1
script/release, 1
samples/dom/.gitignore, 1
src/clj/cljs/compiler.cljc, 1
src/test/cljs/static/core_test.cljs, 1
src/test/cljs_build/circular_deps/a.cljs, 1
src/clj/cljs/protocols.clj, 1
test/clj/cljs/preamble1.js, 1
src/main/clojure/cljs/source_map/base64.clj, 1
samples/repl2/.gitignore, 1
